;CHARGE;NB;EXPO;FREQ;COUT_MOYEN;ANNEE_EXPO;ANNEE_VEHICULE;ZONE_RISQUE;AGE_ASSURE;ANCIENNETE_PERMIS;ANCIENNETE_ASSURE;GENRE_ASSURE;NB_KM;SECOND_CONDUCTEUR;FORMULE;MODALITE_PAIEMENT;AGE_VEHICULE_;ENERGIE_;NIVEAU_ANTIVOL;PUISSANCE;VALEUR_VEHICULE;LEASING;POIDS_PUISSANCE;RC_PREC_AN1;RC_PREC_AN2;DM_PREC;BIV_PREC;ZONE_GEO
18563;0.0;0;0.936986301369863;0.0;0.0;2022;2018;C;(65,75];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(2,3];DIESEL;2;(130,700];(35k,80k];NON;(15,16];1.0;0.0;0.0;0.0;76
18564;0.0;0;1.0;0.0;0.0;2021;2018;C;(65,75];(25,60];(1,2];M;(5k,15k];NON;L1;ANNUEL;(1,2];DIESEL;2;(130,700];(35k,80k];NON;(10,13];0.0;0.0;0.0;0.0;87
18565;0.0;0;0.3005464480874317;0.0;0.0;2023;2018;C;(65,75];(25,60];(2,5];M;(5k,15k];NON;L1;ANNUEL;(3,4];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;74
18566;0.0;0;1.0;0.0;0.0;2021;2018;C;(65,75];(25,60];(1,2];M;(5k,15k];NON;L1;ANNUEL;(1,2];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;74
18567;0.0;0;0.7013698630136986;0.0;0.0;2019;2018;C;(65,75];(25,60];(-1,0];M;(15k,30k];NON;L1;ANNUEL;(-1,0];ESSENCE;1;(130,700];(35k,80k];NON;(0,10];0.0;0.0;0.0;0.0;74
18568;0.0;0;0.7150684931506849;0.0;0.0;2024;2018;C;(65,75];(25,60];(2,5];M;(15k,30k];;L1;ANNUEL;(3,4];ESSENCE;2;(130,700];(35k,80k];OUI;(13,15];0.0;0.0;0.0;0.0;76
18569;0.0;0;0.9992214986151657;0.0;0.0;2022;2018;C;(65,75];(25,60];(1,2];M;(15k,30k];;L1;ANNUEL;(1,2];ESSENCE;2;(130,700];(35k,80k];OUI;(13,15];0.0;0.0;0.0;0.0;76
18570;0.0;0;0.48360655737704916;0.0;0.0;2022;2019;B;(35,40];(12,25];(-1,0];F;(15k,30k];NON;L1;MENSUEL;(1,2];ESSENCE;1;(60,70];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;74
18571;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;B;(35,40];(8,12];(1,2];F;(5k,15k];;L1;MENSUEL;(3,4];ESSENCE;1;(1,50];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;84
18572;0.0;0;0.10410958904109589;0.0;0.0;2022;2019;B;(35,40];(12,25];(0,1];F;(5k,15k];;L1;MENSUEL;(5,6];ESSENCE;1;(70,80];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;54
18573;0.0;0;0.9997604611123587;0.0;0.0;2022;2019;B;(35,40];(12,25];(1,2];F;(5k,15k];NON;L1;TRIMESTRIEL;(2,3];ESSENCE;1;(1,50];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;58
18574;0.0;0;1.0;0.0;0.0;2023;2019;B;(35,40];(12,25];(0,1];F;(15k,30k];NON;L1;MENSUEL;(2,3];ESSENCE;1;(60,70];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;74
18575;0.0;0;0.19726027397260273;0.0;0.0;2019;2019;B;(35,40];(12,25];(-1,0];F;(5k,15k];;L1;TRIMESTRIEL;(-1,0];ESSENCE;1;(85,90];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;87
18576;0.0;0;0.9994236095516131;0.0;0.0;2022;2019;B;(35,40];(12,25];(1,2];F;(15k,30k];NON;L1;MENSUEL;(1,2];DIESEL;1;(50,60];(14k,16k];NON;(22,800];0.0;0.0;0.0;0.0;24
18577;0.0;0;1.0;0.0;0.0;2021;2019;B;(35,40];(12,25];(0,1];F;(15k,30k];OUI;L1;MENSUEL;(0,1];DIESEL;1;(50,60];(14k,16k];NON;(22,800];0.0;0.0;0.0;0.0;24
18578;0.0;0;1.0;0.0;0.0;2023;2019;B;(35,40];(12,25];(0,1];F;(15k,30k];OUI;L1;MENSUEL;(2,3];ESSENCE;1;(60,70];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;74
18579;0.0;0;0.5945205479452055;0.0;0.0;2024;2019;B;(35,40];(12,25];(1,2];F;(15k,30k];OUI;L1;MENSUEL;(3,4];ESSENCE;1;(60,70];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;74
18580;0.0;0;1.0;0.0;0.0;2021;2019;B;(35,40];(12,25];(0,1];F;(5k,15k];OUI;L1;TRIMESTRIEL;(1,2];ESSENCE;1;(1,50];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;58
18581;0.0;0;0.6684931506849315;0.0;0.0;2021;2019;B;(35,40];(12,25];(-1,0];F;(5k,15k];;L1;MENSUEL;(4,5];ESSENCE;1;(70,80];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;54
18582;0.0;0;0.9997604611123587;0.0;0.0;2022;2019;B;(35,40];(12,25];(1,2];F;(5k,15k];OUI;L1;TRIMESTRIEL;(2,3];ESSENCE;1;(1,50];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;58
18583;0.0;0;0.7041095890410959;0.0;0.0;2020;2019;B;(35,40];(12,25];(-1,0];F;(5k,15k];OUI;L1;TRIMESTRIEL;(0,1];ESSENCE;1;(1,50];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;58
18584;0.0;0;0.8328767123287671;0.0;0.0;2024;2019;B;(35,40];(8,12];(2,5];F;(5k,15k];;L1;MENSUEL;(3,4];ESSENCE;1;(60,70];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;17
18585;0.0;0;0.7041095890410959;0.0;0.0;2020;2019;B;(35,40];(12,25];(-1,0];F;(5k,15k];NON;L1;TRIMESTRIEL;(0,1];ESSENCE;1;(1,50];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;58
18586;0.0;0;1.0;0.0;0.0;2023;2019;B;(35,40];(12,25];(2,5];F;(15k,30k];OUI;L1;MENSUEL;(2,3];DIESEL;1;(50,60];(14k,16k];NON;(22,800];0.0;0.0;0.0;0.0;24
18587;0.0;0;1.0;0.0;0.0;2021;2019;B;(35,40];(12,25];(1,2];F;(5k,15k];;L1;TRIMESTRIEL;(1,2];ESSENCE;1;(85,90];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;87
18588;0.0;0;0.9098360655737705;0.0;0.0;2023;2019;B;(35,40];(12,25];(2,5];F;(5k,15k];OUI;L1;TRIMESTRIEL;(3,4];ESSENCE;1;(1,50];(14k,16k];NON;(16,17];0.0;0.0;0.0;0.0;58
18589;0.0;0;0.12876712328767123;0.0;0.0;2024;2019;B;(35,40];(12,25];(2,5];F;(15k,30k];OUI;L1;MENSUEL;(3,4];DIESEL;1;(50,60];(14k,16k];NON;(22,800];0.0;0.0;0.0;0.0;24
18590;0.0;0;0.6027397260273972;0.0;0.0;2024;2019;B;(35,40];(12,25];(-1,0];F;(5k,15k];;L1;MENSUEL;(4,5];ESSENCE;1;(85,90];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;87
18591;0.0;0;1.0;0.0;0.0;2020;2019;B;(35,40];(12,25];(0,1];F;(5k,15k];;L1;TRIMESTRIEL;(0,1];ESSENCE;1;(85,90];(14k,16k];NON;(13,15];0.0;0.0;0.0;0.0;87
18592;0.0;0;0.15342465753424658;0.0;0.0;2020;2019;B;(35,40];(12,25];(-1,0];F;(5k,15k];;L1;MENSUEL;(-1,0];ESSENCE;1;(60,70];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;76
18593;0.0;0;1.0;0.0;0.0;2021;2019;B;(35,40];(12,25];(0,1];F;(15k,30k];NON;L1;MENSUEL;(0,1];DIESEL;1;(50,60];(14k,16k];NON;(22,800];0.0;0.0;0.0;0.0;24
18594;0.0;0;0.15342465753424658;0.0;0.0;2021;2019;B;(35,40];(12,25];(-1,0];F;(50k,90k];;L1;MENSUEL;(0,1];ESSENCE;1;(60,70];(14k,16k];NON;(17,18];0.0;0.0;0.0;0.0;76
18595;0.0;0;0.5835616438356164;0.0;0.0;2020;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];;L1;ANNUEL;(-1,0];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;85
18596;0.0;0;0.22404371584699453;0.0;0.0;2019;2018;D;(55,65];(25,60];(0,1];F;(5k,15k];;L1;TRIMESTRIEL;(2,3];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;48
18597;0.0;0;1.0;0.0;0.0;2022;2018;D;(55,65];(25,60];(0,1];F;(5k,15k];NON;L1;ANNUEL;(0,1];ESSENCE;1;(60,70];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;56
18598;0.0;0;1.0;0.0;0.0;2021;2018;D;(55,65];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(0,1];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;85
18599;0.0;0;0.9397260273972603;0.0;0.0;2020;2018;D;(55,65];(25,60];(0,1];F;(5k,15k];NON;L1;MENSUEL;(0,1];ESSENCE;1;(60,70];(8k,12k];NON;(15,16];0.0;0.0;0.0;0.0;56
18600;0.0;0;0.8301369863013699;0.0;0.0;2019;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];;L1;MENSUEL;(-1,0];ESSENCE;1;(1,50];(8k,12k];NON;(16,17];0.0;0.0;0.0;0.0;76
18601;0.0;0;1.0;0.0;0.0;2022;2018;D;(55,65];(25,60];(0,1];F;(5k,15k];OUI;L1;ANNUEL;(0,1];ESSENCE;1;(60,70];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;56
18602;0.0;0;1.0;0.0;0.0;2021;2018;D;(55,65];(25,60];(1,2];F;(5k,15k];;L1;ANNUEL;(1,2];ESSENCE;1;(1,50];(8k,12k];NON;(16,17];0.0;0.0;0.0;0.0;76
18603;0.0;0;1.0;0.0;0.0;2021;2018;D;(55,65];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(0,1];ESSENCE;1;(1,50];(8k,12k];NON;(18,19];0.0;0.0;0.0;0.0;85
18604;0.0;0;0.8328767123287671;0.0;0.0;2024;2018;D;(55,65];(25,60];(2,5];F;(5k,15k];;L1;MENSUEL;(3,4];ESSENCE;1;(1,50];(8k,12k];NON;(18,19];0.0;0.0;0.0;0.0;85
18605;0.0;0;0.0273972602739726;0.0;0.0;2020;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];NON;L1;MENSUEL;(-1,0];ESSENCE;1;(60,70];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;58
18606;9615.08;1;1.0;1.0;9615.08;2023;2018;D;(55,65];(25,60];(1,2];F;(5k,15k];OUI;L1;ANNUEL;(1,2];ESSENCE;1;(60,70];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;56
18607;0.0;0;0.7013698630136986;0.0;0.0;2019;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];;L1;ANNUEL;(-1,0];ESSENCE;1;(1,50];(8k,12k];NON;(16,17];0.0;0.0;0.0;0.0;76
18608;0.0;0;0.997716894977169;0.0;0.0;2022;2018;D;(55,65];(25,60];(2,5];F;(5k,15k];OUI;L1;MENSUEL;(3,4];ESSENCE;1;(60,70];(8k,12k];NON;(13,15];0.0;0.0;0.0;0.0;87
18609;0.0;0;0.9981660303914963;0.0;0.0;2022;2018;D;(55,65];(25,60];(2,5];F;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;1;(1,50];(8k,12k];NON;(16,17];0.0;0.0;0.0;0.0;76
18610;0.0;0;0.997716894977169;0.0;0.0;2022;2018;D;(55,65];(25,60];(2,5];F;(5k,15k];NON;L1;MENSUEL;(3,4];ESSENCE;1;(60,70];(8k,12k];NON;(13,15];0.0;0.0;0.0;0.0;87
18611;9615.08;1;1.0;1.0;9615.08;2023;2018;D;(55,65];(25,60];(1,2];F;(5k,15k];NON;L1;ANNUEL;(1,2];ESSENCE;1;(60,70];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;56
18612;0.0;0;1.0;0.0;0.0;2022;2018;D;(55,65];(25,60];(1,2];F;(5k,15k];;L1;MENSUEL;(1,2];ESSENCE;1;(1,50];(8k,12k];NON;(18,19];0.0;0.0;0.0;0.0;85
18613;0.0;0;0.9397260273972603;0.0;0.0;2020;2018;D;(55,65];(25,60];(0,1];F;(5k,15k];OUI;L1;MENSUEL;(0,1];ESSENCE;1;(60,70];(8k,12k];NON;(15,16];0.0;0.0;0.0;0.0;56
18614;0.0;0;0.989041095890411;0.0;0.0;2020;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];;L1;MENSUEL;(-1,0];ESSENCE;1;(1,50];(8k,12k];NON;(18,19];0.0;0.0;0.0;0.0;85
18615;0.0;0;0.18082191780821918;0.0;0.0;2019;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];;L1;MENSUEL;(-1,0];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;56
18616;0.0;0;0.7068493150684931;0.0;0.0;2021;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];NON;L1;ANNUEL;(-1,0];ESSENCE;1;(60,70];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;56
18617;0.0;0;1.0;0.0;0.0;2019;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];NON;L1;MENSUEL;(-1,0];ESSENCE;1;(60,70];(8k,12k];NON;(15,16];0.0;0.0;0.0;0.0;56
18618;0.0;0;1.0;0.0;0.0;2020;2018;D;(55,65];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(0,1];ESSENCE;1;(1,50];(8k,12k];NON;(16,17];0.0;0.0;0.0;0.0;76
18619;0.0;0;0.0273972602739726;0.0;0.0;2020;2018;D;(55,65];(25,60];(-1,0];F;(5k,15k];OUI;L1;MENSUEL;(-1,0];ESSENCE;1;(60,70];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;58
18620;0.0;0;0.40273972602739727;0.0;0.0;2022;2015;C;(55,65];(25,60];(2,5];F;(5k,15k];OUI;L1;ANNUEL;(6,8];ESSENCE;2;(60,70];(12k,14k];NON;(16,17];0.0;0.0;0.0;0.0;74
18621;733.09;1;0.8301369863013699;1.2046204620462047;733.09;2021;2015;C;(55,65];(25,60];(2,5];F;(15k,30k];OUI;L1;ANNUEL;(5,6];DIESEL;1;(80,85];(12k,14k];NON;(16,17];0.0;0.0;0.0;0.0;17
18622;0.0;0;1.0;0.0;0.0;2022;2015;C;(55,65];(25,60];(2,5];F;(5k,15k];NON;L1;ANNUEL;(5,6];ESSENCE;1;(70,80];(12k,14k];NON;(15,16];0.0;0.0;0.0;0.0;58
18623;0.0;0;1.0;0.0;0.0;2023;2015;C;(55,65];(25,60];(2,5];F;(5k,15k];NON;L1;ANNUEL;(6,8];ESSENCE;1;(70,80];(12k,14k];NON;(15,16];0.0;0.0;0.0;0.0;58
18624;0.0;0;1.0;0.0;0.0;2020;2015;C;(55,65];(25,60];(1,2];F;(5k,15k];;L1;ANNUEL;(3,4];ESSENCE;1;(70,80];(12k,14k];NON;(13,15];0.0;0.0;0.0;0.0;74
18625;0.0;0;0.2410958904109589;0.0;0.0;2021;2015;C;(55,65];(25,60];(2,5];F;(5k,15k];;L1;ANNUEL;(6,8];ESSENCE;1;(70,80];(12k,14k];NON;(10,13];0.0;0.0;0.0;0.0;49
18626;0.0;0;0.24863387978142076;0.0;0.0;2019;2015;C;(55,65];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(4,5];DIESEL;2;(85,90];(12k,14k];NON;(16,17];0.0;0.0;0.0;0.0;17
18627;0.0;0;1.0;0.0;0.0;2019;2015;C;(55,65];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;2;(50,60];(12k,14k];NON;(19,22];0.0;0.0;0.0;0.0;17
18628;0.0;0;0.057534246575342465;0.0;0.0;2020;2015;C;(55,65];(25,60];(1,2];F;(15k,30k];;L1;MENSUEL;(4,5];ESSENCE;1;(70,80];(12k,14k];NON;(16,17];0.0;0.0;0.0;0.0;85
18629;733.09;1;0.8301369863013699;1.2046204620462047;733.09;2021;2015;C;(55,65];(25,60];(2,5];F;(15k,30k];NON;L1;ANNUEL;(5,6];DIESEL;1;(80,85];(12k,14k];NON;(16,17];0.0;0.0;0.0;0.0;17
18630;0.0;0;0.8328767123287671;0.0;0.0;2024;2015;C;(55,65];(25,60];(5,10];F;(5k,15k];;L1;ANNUEL;(6,8];ESSENCE;2;(50,60];(12k,14k];NON;(19,22];0.0;0.0;0.0;0.0;17
18631;0.0;0;0.08743169398907104;0.0;0.0;2019;2015;C;(55,65];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(3,4];DIESEL;1;(1,50];(12k,14k];NON;(22,800];0.0;0.0;0.0;0.0;56
18632;0.0;0;0.1232876712328767;0.0;0.0;2022;2015;C;(55,65];(25,60];(2,5];F;(5k,15k];;L1;MENSUEL;(4,5];DIESEL;1;(50,60];(12k,14k];NON;(22,800];0.0;0.0;0.0;0.0;71
18633;0.0;0;1.0;0.0;0.0;2019;2015;C;(55,65];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;1;(70,80];(12k,14k];NON;(13,15];0.0;0.0;0.0;0.0;74
18634;0.0;0;1.0;0.0;0.0;2020;2015;C;(55,65];(25,60];(1,2];F;(5k,15k];;L1;ANNUEL;(3,4];ESSENCE;2;(50,60];(12k,14k];NON;(19,22];0.0;0.0;0.0;0.0;17
18635;0.0;0;0.14246575342465753;0.0;0.0;2020;2015;C;(55,65];(25,60];(0,1];F;(15k,30k];NON;L1;ANNUEL;(5,6];DIESEL;2;(70,80];(12k,14k];NON;(16,17];1.0;0.0;0.0;0.0;56
18636;0.0;0;0.9672131147540983;0.0;0.0;2019;2015;C;(55,65];(25,60];(-1,0];F;(15k,30k];OUI;L1;ANNUEL;(4,5];DIESEL;2;(70,80];(12k,14k];NON;(16,17];0.0;0.0;0.0;0.0;56
18637;0.0;0;0.8328767123287671;0.0;0.0;2024;2015;C;(55,65];(25,60];(5,10];F;(5k,15k];NON;L1;ANNUEL;(6,8];ESSENCE;1;(70,80];(12k,14k];NON;(15,16];0.0;0.0;0.0;0.0;58
18638;0.0;0;0.7978142076502732;0.0;0.0;2019;2015;C;(55,65];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(4,5];ESSENCE;1;(70,80];(12k,14k];NON;(13,15];0.0;0.0;0.0;0.0;17
18639;0.0;0;1.0;0.0;0.0;2021;2015;C;(55,65];(25,60];(2,5];F;(5k,15k];;L1;ANNUEL;(4,5];ESSENCE;2;(50,60];(12k,14k];NON;(19,22];0.0;0.0;0.0;0.0;17
18640;0.0;0;1.0;0.0;0.0;2022;2015;C;(55,65];(25,60];(2,5];F;(5k,15k];;L1;ANNUEL;(5,6];ESSENCE;2;(50,60];(12k,14k];NON;(19,22];0.0;0.0;0.0;0.0;17
18641;0.0;0;1.0;0.0;0.0;2020;2015;C;(55,65];(25,60];(1,2];F;(5k,15k];NON;L1;ANNUEL;(3,4];ESSENCE;1;(70,80];(12k,14k];NON;(15,16];0.0;0.0;0.0;0.0;58
18642;0.0;0;0.7616438356164383;0.0;0.0;2024;2017;B;(45,55];(25,60];(2,5];M;(5k,15k];;L1;MENSUEL;(4,5];DIESEL;1;(85,90];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;74
18643;0.0;0;1.0;0.0;0.0;2020;2017;B;(45,55];(25,60];(0,1];M;(15k,30k];;L1;MENSUEL;(0,1];ESSENCE;2;(90,95];(16k,18k];NON;(10,13];0.0;0.0;0.0;0.0;74
18644;0.0;0;0.4465753424657534;0.0;0.0;2019;2017;B;(45,55];(25,60];(-1,0];M;(90k,300k];;L1;MENSUEL;(-1,0];DIESEL;1;(85,90];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;49
18645;0.0;0;1.0;0.0;0.0;2023;2017;B;(45,55];(25,60];(2,5];M;(5k,15k];;L1;MENSUEL;(3,4];DIESEL;1;(85,90];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;74
18646;0.0;0;0.2;0.0;0.0;2020;2017;B;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(-1,0];ESSENCE;1;(85,90];(16k,18k];NON;(13,15];0.0;0.0;0.0;0.0;87
18647;7279.97;1;1.0;1.0;7279.97;2019;2017;B;(45,55];(25,60];(0,1];M;(15k,30k];OUI;L1;MENSUEL;(0,1];DIESEL;1;(50,60];(16k,18k];NON;(22,800];0.0;0.0;0.0;0.0;67
18648;0.0;0;0.7103825136612022;0.0;0.0;2022;2017;B;(45,55];(25,60];(-1,0];M;(15k,30k];OUI;L1;MENSUEL;(3,4];ESSENCE;1;(90,95];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;87
18649;7279.97;1;1.0;1.0;7279.97;2019;2017;B;(45,55];(25,60];(0,1];M;(15k,30k];NON;L1;MENSUEL;(0,1];DIESEL;1;(50,60];(16k,18k];NON;(22,800];0.0;0.0;0.0;0.0;67
18650;0.0;0;0.7103825136612022;0.0;0.0;2022;2017;B;(45,55];(25,60];(-1,0];M;(15k,30k];NON;L1;MENSUEL;(3,4];ESSENCE;1;(90,95];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;87
18651;0.0;0;0.8;0.0;0.0;2024;2017;B;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(3,4];ESSENCE;1;(85,90];(16k,18k];NON;(13,15];0.0;0.0;0.0;0.0;87
18652;0.0;0;0.038356164383561646;0.0;0.0;2024;2017;B;(45,55];(25,60];(2,5];M;(50k,90k];OUI;L1;MENSUEL;(4,5];ESSENCE;1;(90,95];(16k,18k];NON;(13,15];0.0;0.0;0.0;0.0;71
18653;0.0;0;1.0;0.0;0.0;2020;2017;B;(45,55];(25,60];(0,1];M;(90k,300k];;L1;MENSUEL;(0,1];DIESEL;1;(85,90];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;49
18654;0.0;0;0.8246575342465754;0.0;0.0;2020;2017;B;(45,55];(25,60];(-1,0];M;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;1;(80,85];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;87
18655;0.0;0;0.832876712328767;0.0;0.0;2024;2017;B;(45,55];(25,60];(2,5];M;(5k,15k];;L1;ANNUEL;(6,8];ESSENCE;1;(80,85];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;87
18656;0.0;0;0.9994535519125683;0.0;0.0;2022;2017;B;(45,55];(25,60];(1,2];M;(5k,15k];;L1;ANNUEL;(1,2];ESSENCE;1;(85,90];(16k,18k];NON;(13,15];0.0;0.0;0.0;0.0;87
18657;14855.38;1;0.8931506849315068;1.1196319018404908;14855.38;2021;2017;B;(45,55];(25,60];(1,2];M;(90k,300k];;L1;MENSUEL;(1,2];DIESEL;1;(85,90];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;49
18658;0.0;0;1.0;0.0;0.0;2020;2017;B;(45,55];(25,60];(1,2];M;(5k,15k];;L1;ANNUEL;(1,2];DIESEL;2;(70,80];(16k,18k];NON;(15,16];0.0;0.0;0.0;0.0;87
18659;0.0;0;0.99839059809866;0.0;0.0;2022;2017;B;(45,55];(25,60];(1,2];M;(5k,15k];;L1;MENSUEL;(2,3];DIESEL;1;(85,90];(16k,18k];NON;(15,16];0.0;1.0;0.0;0.0;18
18660;0.0;0;0.9995508645856725;0.0;0.0;2023;2017;B;(45,55];(25,60];(1,2];M;(50k,90k];OUI;L1;MENSUEL;(3,4];ESSENCE;1;(90,95];(16k,18k];NON;(13,15];0.0;0.0;0.0;0.0;71
18661;0.0;0;1.0;0.0;0.0;2019;2018;C;(45,55];(25,60];(0,1];F;(15k,30k];;L1;MENSUEL;(2,3];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;56
18662;0.0;0;1.0;0.0;0.0;2019;2018;C;(45,55];(25,60];(0,1];F;(5k,15k];OUI;L1;ANNUEL;(0,1];ESSENCE;1;(50,60];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;76
18663;0.0;0;1.0;0.0;0.0;2020;2018;C;(45,55];(25,60];(1,2];F;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;49
18664;0.0;0;1.0;0.0;0.0;2019;2018;C;(45,55];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(1,2];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;49
18665;0.0;0;1.0;0.0;0.0;2021;2018;C;(45,55];(25,60];(2,5];F;(5k,15k];NON;L1;ANNUEL;(2,3];ESSENCE;1;(50,60];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;76
18666;0.0;0;1.0;0.0;0.0;2020;2018;C;(45,55];(25,60];(1,2];F;(5k,15k];;L1;MENSUEL;(2,3];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;58
18667;0.0;0;1.0;0.0;0.0;2020;2018;C;(45,55];(25,60];(1,2];F;(5k,15k];;L1;ANNUEL;(1,2];ESSENCE;1;(1,50];(8k,12k];NON;(18,19];0.0;0.0;0.0;0.0;76
18668;0.0;0;1.0;0.0;0.0;2019;2018;C;(45,55];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(0,1];ESSENCE;1;(1,50];(8k,12k];NON;(18,19];0.0;0.0;0.0;0.0;76
18669;0.0;0;0.8328767123287671;0.0;0.0;2024;2018;C;(45,55];(25,60];(2,5];F;(5k,15k];;L1;TRIMESTRIEL;(2,3];ESSENCE;1;(60,70];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;49
18670;0.0;0;1.0;0.0;0.0;2019;2018;C;(45,55];(25,60];(0,1];F;(5k,15k];;L1;MENSUEL;(0,1];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;48
18671;0.0;0;1.0;0.0;0.0;2020;2018;C;(45,55];(25,60];(1,2];F;(5k,15k];OUI;L1;ANNUEL;(1,2];ESSENCE;1;(50,60];(8k,12k];NON;(17,18];0.0;0.0;0.0;0.0;76
18672;0.0;0;0.736986301369863;0.0;0.0;2019;2018;C;(45,55];(25,60];(-1,0];F;(5k,15k];NON;L1;MENSUEL;(-1,0];ESSENCE;1;(1,50];(8k,12k];NON;(16,17];0.0;0.0;0.0;0.0;76
18673;0.0;0;0.23497267759562843;0.0;0.0;2019;2018;C;(45,55];(25,60];(0,1];F;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;74
18674;0.0;0;1.0;0.0;0.0;2021;2018;C;(45,55];(25,60];(2,5];F;(5k,15k];;L1;ANNUEL;(2,3];ESSENCE;1;(1,50];(8k,12k];NON;(18,19];1.0;0.0;0.0;0.0;76
18675;0.0;0;1.0;0.0;0.0;2021;2018;C;(45,55];(25,60];(2,5];F;(5k,15k];;L1;MENSUEL;(2,3];ESSENCE;1;(1,50];(8k,12k];NON;(22,800];0.0;0.0;0.0;0.0;48
